Mean;STD;Activation;Alpha;Hidden Layer Size;Learning rate;Random State;Solver;;"Best parameters: ,""{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': 39, 'learning_rate': 'constant', 'random_state': None, 'solver': 'lbfgs'}"""
0.74444;(+/-0.15154);'identity',;0.05,;46;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.14402);'identity',;0.05,;48;'constant',;1;'lbfgs'};;
0.74444;(+/-0.14402);'identity',;0.05,;48;'adaptive',;1;'lbfgs'};;
0.74444;(+/-0.13699);'identity',;0.05,;48;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.15154);'identity',;0.05,;50;'constant',;None,;'lbfgs'};;
0.74444;(+/-0.16355);'identity',;0.05,;51;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.14600);'identity',;0.05,;56;'constant',;1;'lbfgs'};;
0.74444;(+/-0.14600);'identity',;0.05,;56;'adaptive',;1;'lbfgs'};;
0.74444;(+/-0.13729);'identity',;0.05,;57;'constant',;1;'lbfgs'};;
0.74444;(+/-0.13729);'identity',;0.05,;57;'adaptive',;1;'lbfgs'};;
0.74444;(+/-0.15476);'identity',;0.05,;64;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.15262);'identity',;0.05,;69;'constant',;1;'lbfgs'};;
0.74444;(+/-0.15262);'identity',;0.05,;69;'adaptive',;1;'lbfgs'};;
0.74444;(+/-0.14852);'identity',;0.05,;79;'constant',;None,;'lbfgs'};;
0.74444;(+/-0.13084);'identity',;0.05,;82;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.15154);'identity',;0.05,;83;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.13178);'identity',;0.05,;84;'constant',;None,;'lbfgs'};;
0.74444;(+/-0.14852);'identity',;0.05,;89;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.14600);'identity',;0.05,;93;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.13729);'identity',;0.05,;95;'adaptive',;None,;'lbfgs'};;
0.74444;(+/-0.15740);'identity',;0.05,;96;'constant',;None,;'lbfgs'};;
0.74444;(+/-0.14258);'identity',;0.05,;96;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.14666);'tanh',;0.05,;27;'constant',;1;'lbfgs'};;
0.74259;(+/-0.14666);'tanh',;0.05,;27;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.17269);'tanh',;0.05,;27;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.15930);'tanh',;0.05,;32;'constant',;1;'lbfgs'};;
0.74259;(+/-0.15930);'tanh',;0.05,;32;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.14553);'tanh',;0.05,;35;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.15432);'tanh',;0.05,;42;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.17269);'tanh',;0.05,;45;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.14666);'tanh',;0.05,;57;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.15930);'tanh',;0.05,;70;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.15432);'tanh',;0.05,;80;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.14666);'tanh',;0.05,;81;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.14354);'tanh',;0.05,;89;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.13220);'tanh',;0.05,;93;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.13618);'relu',;0.05,;45;'constant',;1;'lbfgs'};;
0.74259;(+/-0.13618);'relu',;0.05,;45;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.14123);'relu',;0.05,;46;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.10034);'relu',;0.05,;49;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.13220);'relu',;0.05,;50;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.17739);'relu',;0.05,;60;'constant',;1;'lbfgs'};;
0.74259;(+/-0.17739);'relu',;0.05,;60;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.15564);'relu',;0.05,;78;'constant',;1;'lbfgs'};;
0.74259;(+/-0.15564);'relu',;0.05,;78;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.11086);'relu',;0.05,;80;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.17693);'relu',;0.05,;83;'constant',;1;'lbfgs'};;
0.74259;(+/-0.17693);'relu',;0.05,;83;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.14666);'relu',;0.05,;89;'constant',;1;'lbfgs'};;
0.74259;(+/-0.14666);'relu',;0.05,;89;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.13888);'relu',;0.05,;96;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.14525);'logistic',;0.05,;20;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.15081);'logistic',;0.05,;29;'constant',;1;'lbfgs'};;
0.74259;(+/-0.15081);'logistic',;0.05,;29;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.14064);'logistic',;0.05,;30;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.13769);'logistic',;0.05,;40;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.15432);'logistic',;0.05,;46;'constant',;1;'lbfgs'};;
0.74259;(+/-0.15432);'logistic',;0.05,;46;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.16835);'logistic',;0.05,;48;'constant',;1;'lbfgs'};;
0.74259;(+/-0.16835);'logistic',;0.05,;48;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.15026);'logistic',;0.05,;49;'constant',;1;'lbfgs'};;
0.74259;(+/-0.15026);'logistic',;0.05,;49;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.15564);'logistic',;0.05,;55;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.16464);'logistic',;0.05,;65;'constant',;1;'lbfgs'};;
0.74259;(+/-0.16464);'logistic',;0.05,;65;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.15026);'logistic',;0.05,;71;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.14123);'logistic',;0.05,;71;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.15564);'logistic',;0.05,;74;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.13769);'logistic',;0.05,;86;'constant',;1;'lbfgs'};;
0.74259;(+/-0.13769);'logistic',;0.05,;86;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.15244);'logistic',;0.05,;91;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.15244);'logistic',;0.05,;94;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.16464);'logistic',;0.05,;96;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.14750);'logistic',;0.05,;96;'adaptive',;None,;'lbfgs'};;
0.74259;(+/-0.14971);'logistic',;0.05,;98;'constant',;None,;'lbfgs'};;
0.74259;(+/-0.12873);'logistic',;0.05,;100;'constant',;1;'lbfgs'};;
0.74259;(+/-0.12873);'logistic',;0.05,;100;'adaptive',;1;'lbfgs'};;
0.74259;(+/-0.07716);'identity',;0.05,;10;'constant',;1;'lbfgs'};;
