"Best parameters:
,""{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': 24, 'learning_rate': 'constant', 'random_state': None, 'solver': 'lbfgs'}"""

Score:,0.7537037037037037
0.70556 (+/-0.09207) for {'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': 23, 'learning_rate': 'constant', 'random_state': None, 'solver': 'lbfgs'}, corr = 70.00000

0.69259 (+/-0.11270) for {'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': 24, 'learning_rate': 'constant', 'random_state': 1, 'solver': 'lbfgs'}, corr = 70.00000

0.70741 (+/-0.09701) for {'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': 24, 'learning_rate': 'constant', 'random_state': None, 'solver': 'lbfgs'}, corr = 70.00000

0.72037 (+/-0.16464) for {'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': 25, 'learning_rate': 'constant', 'random_state': 1, 'solver': 'lbfgs'}, corr = 70.00000

0.68148 (+/-0.19986) for {'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': 25, 'learning_rate': 'constant', 'random_state': None, 'solver': 'lbfgs'}, corr = 70.00000

0.69444 (+/-0.10887) for {'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': 26, 'learning_rate': 'constant', 'random_state': 1, 'solver': 'lbfgs'}, corr = 70.00000

